Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
0.375,-0.5625,-0.25,-0.06982422,0.03857422,0.9868164,0.0234375,0.1967773,-0.6806641
0.0625,-0.9375,-0.5,-0.05810547,0.03466797,0.9790039,0.0234375,0.1967773,-0.6806641
-0.8125,-1.125,0,-0.01513672,0.03857422,0.9399414,0.0234375,0.1967773,-0.6806641
-0.1875,-1.125,-0.125,-0.06201172,0.04248047,0.9555664,0.02197266,0.1953125,-0.6948242
-0.1875,-1.3125,-0.0625,-0.04248047,0.03857422,0.9672852,0.02197266,0.1953125,-0.6948242
0,-0.9375,0.25,-0.06591797,0.05419922,0.9750977,0.02197266,0.1953125,-0.6948242
0.125,-1.5625,0.25,-0.03466797,0.03076172,0.9555664,0.01855469,0.1918945,-0.6821289
-0.1875,-2,-0.4375,-0.05419922,0.04248047,0.9868164,0.01855469,0.1918945,-0.6821289
-0.375,-1.1875,-0.5,-0.04248047,0.05810547,0.9633789,0.01855469,0.1918945,-0.6821289
-0.0625,-1.1875,-0.625,-0.05810547,0.03857422,0.9829102,0.01855469,0.1918945,-0.6821289
0,-1.125,-0.5625,-0.05029297,0.04638672,0.9711914,0.01855469,0.1918945,-0.6821289
-0.3125,-0.9375,-0.5625,-0.04638672,0.03857422,0.9555664,0.01855469,0.1918945,-0.6821289
-0.3125,-0.1875,-0.8125,-0.04638672,0.06201172,0.9907227,0.01855469,0.1918945,-0.6821289
-0.4375,-1.6875,-0.5,-0.04638672,0.03076172,0.9711914,0.02783203,0.1967773,-0.6821289
-0.1875,-0.625,-0.25,-0.05419922,0.05029297,0.9477539,0.02783203,0.1967773,-0.6821289
-0.1875,-0.1875,-0.5625,-0.03466797,0.03076172,0.9672852,0.02783203,0.1967773,-0.6821289
-0.5,-0.0625,-0.6875,-0.06982422,0.05029297,0.9594727,0.02685547,0.1918945,-0.6791992
0.1875,-0.875,-0.5,-0.05810547,0.03857422,0.9868164,0.02685547,0.1918945,-0.6791992
0.25,-0.875,-0.625,-0.07373047,0.03466797,0.9829102,0.02685547,0.1918945,-0.6791992
0,-0.0625,-0.5,-0.04248047,0.02685547,0.9829102,0.01611328,0.190918,-0.6904297
0.5625,-0.5625,-1,-0.06201172,0.03076172,0.9672852,0.01611328,0.190918,-0.6904297
0,-0.0625,-0.625,-0.03076172,0.03076172,0.9594727,0.01611328,0.190918,-0.6904297
0,0,-1.125,-0.03076172,0.007324219,0.9672852,0.01611328,0.190918,-0.6904297
0.375,0.75,-0.625,-0.04248047,0.03466797,0.9711914,0.01757813,0.1992188,-0.6904297
0.1875,0.25,-0.6875,-0.03466797,0.04638672,0.9672852,0.01757813,0.1992188,-0.6904297
-0.0625,0.4375,-0.375,-0.05029297,0.03466797,0.9633789,0.01757813,0.1992188,-0.6904297
0.0625,0.6875,-1.125,-0.04248047,0.03857422,0.9594727,0.01513672,0.1977539,-0.6918945
0.0625,0.625,-0.875,-0.05810547,0.05029297,0.9868164,0.01513672,0.1977539,-0.6918945
0,0.1875,-0.6875,-0.05419922,0.04638672,0.9868164,0.01513672,0.1977539,-0.6918945
0.4375,0.75,-0.9375,-0.06982422,0.01904297,0.9829102,0.0234375,0.190918,-0.6972656
-0.1875,1,-0.75,-0.03076172,0.05029297,0.9711914,0.0234375,0.190918,-0.6972656
0.25,0.875,-0.75,-0.05029297,0.04638672,0.9868164,0.0234375,0.190918,-0.6972656
0.0625,0.875,-0.875,-0.03466797,0.05810547,0.9829102,0.0234375,0.190918,-0.6972656
0.125,0.5,-1.0625,-0.06591797,0.02685547,0.9672852,0.02441406,0.1953125,-0.6918945
0.3125,0.4375,-1.25,-0.05810547,0.03857422,0.9438477,0.02441406,0.1953125,-0.6918945
0.1875,0.5625,-1.0625,-0.06201172,0.04248047,0.9633789,0.02441406,0.1953125,-0.6918945
0,0.8125,-0.875,-0.04248047,0.03076172,0.9829102,0.02099609,0.1943359,-0.6875
0.0625,0.375,-1.1875,-0.03857422,0.03466797,0.9750977,0.02099609,0.1943359,-0.6875
-0.25,0.5,-0.8125,-0.04638672,0.01513672,0.9672852,0.02099609,0.1943359,-0.6875
0.6875,1,-1.125,-0.06201172,0.03857422,0.9633789,0.02685547,0.1943359,-0.6948242
-0.5625,0.6875,-1.125,-0.04248047,0.03076172,0.9829102,0.02685547,0.1943359,-0.6948242
0.125,1.5625,-1.125,-0.04248047,0.06201172,0.9633789,0.02685547,0.1943359,-0.6948242
-0.1875,1.4375,-1,-0.04638672,0.02294922,0.9555664,0.02685547,0.1943359,-0.6948242
0.0625,1.9375,-1.5625,-0.04638672,0.05029297,0.9555664,0.02685547,0.1943359,-0.6948242
0,2.5625,-0.875,-0.05810547,0.01513672,0.9672852,0.02685547,0.1943359,-0.6948242
0.25,2.6875,-1.375,-0.05810547,0.03076172,0.9633789,0.02685547,0.1943359,-0.6948242
0.25,2.75,-1.375,-0.05419922,0.03857422,0.9633789,0.02685547,0.1953125,-0.6904297
0,2.4375,-1.3125,-0.05029297,0.02685547,0.9829102,0.02685547,0.1953125,-0.6904297
0,2.3125,-1.625,-0.04638672,0.02685547,0.9594727,0.02685547,0.1953125,-0.6904297
-0.0625,2.375,-1.375,-0.05419922,0.01123047,0.9594727,0.02099609,0.1967773,-0.6835938
0.125,2.6875,-1.75,-0.03857422,0.01513672,0.9555664,0.02099609,0.1967773,-0.6835938
0,1.8125,-1.125,-0.06201172,0.03857422,0.9594727,0.02099609,0.1967773,-0.6835938
0.5,2.875,-0.8125,-0.04248047,0.01513672,0.9711914,0.02099609,0.1967773,-0.6835938
0.0625,2.4375,-1.5,-0.05419922,0.01513672,0.9829102,0.02099609,0.1967773,-0.6835938
0.4375,2.75,-1.1875,-0.04638672,0.04638672,0.9594727,0.02099609,0.1967773,-0.6835938
0.3125,2.25,-1.3125,-0.04248047,0.03076172,0.9672852,0.02099609,0.1967773,-0.6835938
0.3125,1.8125,-1.625,-0.03076172,0.01904297,0.9555664,0.02685547,0.1977539,-0.6918945
1.3125,2.125,-1.3125,-0.05810547,0.02685547,0.9477539,0.02685547,0.1977539,-0.6918945
0.6875,2.6875,-1.25,-0.06982422,0.03466797,0.9750977,0.02685547,0.1977539,-0.6918945
0.4375,2.4375,-1.5,-0.06201172,0.03076172,0.9750977,0.02441406,0.1943359,-0.7001953
0.5625,2.4375,-1.375,-0.06201172,0.04248047,0.9829102,0.02441406,0.1943359,-0.7001953
0.8125,2.4375,-1.125,-0.06201172,0.04638672,0.9868164,0.02441406,0.1943359,-0.7001953
0.8125,1.8125,-1.25,-0.07373047,0.03857422,0.9633789,0.02197266,0.1933594,-0.6850586
0.75,2.5,-1.0625,-0.06201172,0.01513672,0.9829102,0.02197266,0.1933594,-0.6850586
0.5625,1.9375,-1.1875,-0.04248047,0.02294922,0.9438477,0.02197266,0.1933594,-0.6850586
0.9375,2.125,-0.9375,-0.05419922,0.02294922,0.9633789,0.02197266,0.1933594,-0.6850586
0.75,1.6875,-0.875,-0.05810547,0.01123047,0.9868164,0.01757813,0.1953125,-0.6875
0.875,1.5,-1.1875,-0.06982422,0.01513672,0.9790039,0.01757813,0.1953125,-0.6875
0.125,1.8125,-1,-0.06591797,0.03076172,0.9711914,0.01757813,0.1953125,-0.6875
0.6875,1.75,-1,-0.06591797,0.03466797,0.9829102,0.02197266,0.1953125,-0.6918945
0.6875,2.3125,-1.0625,-0.06201172,0.03857422,0.9594727,0.02197266,0.1953125,-0.6918945
1.3125,1.3125,-1,-0.07373047,0.01513672,0.9829102,0.02197266,0.1953125,-0.6918945
0.8125,1.375,-1.5,-0.05810547,0.04638672,0.9829102,0.0234375,0.1933594,-0.6889648
0.3125,1.25,-1.0625,-0.07373047,0.03857422,0.9711914,0.0234375,0.1933594,-0.6889648
0.3125,1.125,-1.5625,-0.04638672,0.01513672,0.9829102,0.0234375,0.1933594,-0.6889648
0.9375,1.4375,-1,-0.08154297,0.03076172,0.9868164,0.0234375,0.1933594,-0.6889648
0.8125,1.75,-1.375,-0.05810547,0.03076172,0.9594727,0.0234375,0.1977539,-0.6875
0.0625,1.1875,-1.0625,-0.03466797,0.01513672,0.9633789,0.0234375,0.1977539,-0.6875
0.875,1.5625,-1,-0.04248047,0.01513672,0.9555664,0.0234375,0.1977539,-0.6875
0.4375,1.4375,-0.9375,-0.04638672,0.03857422,0.9672852,0.02441406,0.1977539,-0.6865234
0.875,0.875,-1.1875,-0.06201172,0.04638672,0.9868164,0.02441406,0.1977539,-0.6865234
0.6875,1,-0.9375,-0.05810547,0.02294922,0.9829102,0.02441406,0.1977539,-0.6865234
0.5625,1.1875,-1.25,-0.04248047,0.03857422,0.9672852,0.02441406,0.1967773,-0.6918945
0.625,0.75,-0.5625,-0.04248047,0.03466797,0.9555664,0.02441406,0.1967773,-0.6918945
0.5625,1.0625,-1,-0.03857422,0.02294922,0.9711914,0.02441406,0.1967773,-0.6918945
0.625,1,-1.125,-0.06982422,0.03466797,0.9477539,0.02441406,0.1967773,-0.6918945
0.5,1.25,-0.375,-0.06201172,0.03076172,0.9633789,0.02441406,0.1967773,-0.6918945
0.8125,1.375,-1.125,-0.05029297,0.03076172,0.9868164,0.02441406,0.1967773,-0.6918945
0.9375,1.0625,-0.4375,-0.06982422,0.02294922,0.9868164,0.02441406,0.1967773,-0.6918945
0.1875,1.4375,-1.25,-0.05419922,0.03857422,0.9829102,0.03027344,0.1977539,-0.6865234
1.1875,1.3125,-0.625,-0.06591797,0.01513672,0.9672852,0.03027344,0.1977539,-0.6865234
1,0.75,-1.125,-0.05810547,0.03076172,0.9555664,0.03027344,0.1977539,-0.6865234
0.8125,1,-1.1875,-0.07373047,0.01513672,1.001953,0.02880859,0.1967773,-0.6889648
0.75,1.1875,-0.5625,-0.05029297,0.03857422,0.9672852,0.02880859,0.1967773,-0.6889648
1.625,1.1875,-0.75,-0.06982422,0.05419922,0.9750977,0.02880859,0.1967773,-0.6889648
0.9375,0.5625,-0.875,-0.06591797,0.05029297,0.9829102,0.02880859,0.1967773,-0.6889648
0.4375,0.625,-0.75,-0.06591797,0.01513672,0.9750977,0.02880859,0.1967773,-0.6889648
0.625,0.5,-1.3125,-0.05029297,0.03857422,0.9985352,0.02880859,0.1967773,-0.6889648
0.3125,0,-1.0625,-0.05419922,0.03466797,0.9633789,0.02880859,0.1967773,-0.6889648
0.3125,0.375,-0.875,-0.06591797,0.01513672,0.9829102,0.02880859,0.1953125,-0.6889648
0.4375,-0.1875,-0.9375,-0.05810547,0.03857422,0.9829102,0.02880859,0.1953125,-0.6889648
-0.125,0,0,-0.07373047,0.05029297,0.9555664,0.02880859,0.1953125,-0.6889648
0.3125,-0.375,-0.5,-0.06201172,0.03857422,0.9711914,0.02685547,0.1918945,-0.6835938
0,-0.75,-0.625,-0.05419922,0.03857422,0.9790039,0.02685547,0.1918945,-0.6835938
-0.375,-1.125,-0.25,-0.06201172,0.03466797,0.9829102,0.02685547,0.1918945,-0.6835938
0,-0.875,-0.4375,-0.07373047,0.04248047,0.9790039,0.02197266,0.1967773,-0.6962891
0.3125,-1.5625,-0.25,-0.05810547,0.03857422,0.9790039,0.02197266,0.1967773,-0.6962891
0,-1.25,-0.125,-0.06982422,0.05419922,0.9711914,0.02197266,0.1967773,-0.6962891
0,-1.625,-0.3125,-0.08154297,0.04248047,0.9672852,0.02197266,0.1967773,-0.6962891
-0.3125,-1.25,-0.625,-0.05029297,0.03076172,0.9829102,0.02685547,0.1967773,-0.6933594
0.1875,-1.375,-0.0625,-0.05810547,0.04248047,0.9633789,0.02685547,0.1967773,-0.6933594
-0.75,-1.5625,0,-0.08154297,0.03076172,0.9829102,0.02685547,0.1967773,-0.6933594
-0.4375,-2.125,-0.375,-0.04638672,0.03857422,0.9907227,0.02441406,0.1933594,-0.6850586
-0.25,-1.5,0,-0.05810547,0.05029297,0.9438477,0.02441406,0.1933594,-0.6850586
-0.5,-1.1875,-0.125,-0.06201172,0.05029297,0.9868164,0.02441406,0.1933594,-0.6850586
-0.25,-1.8125,0,-0.05029297,0.01513672,0.9711914,0.02099609,0.2001953,-0.6850586
-0.125,-1.25,-0.9375,-0.05810547,0.03857422,0.9672852,0.02099609,0.2001953,-0.6850586
-0.3125,-0.9375,-0.125,-0.05810547,0.03466797,0.9672852,0.02099609,0.2001953,-0.6850586
-0.3125,-1.375,-1.1875,-0.05810547,0.02685547,0.9750977,0.02099609,0.2001953,-0.6850586
-0.3125,-0.9375,-0.3125,-0.05419922,0.05029297,0.9711914,0.03027344,0.1943359,-0.6875
-0.5,-0.875,-0.25,-0.05810547,0.03466797,0.9672852,0.03027344,0.1943359,-0.6875
0,-0.6875,-0.4375,-0.06591797,0.01123047,0.9672852,0.03027344,0.1943359,-0.6875
-0.1875,-0.8125,-0.0625,-0.05029297,0.03076172,0.9750977,0.02539063,0.1933594,-0.6918945
0.4375,-0.8125,-1,-0.06591797,0.03076172,0.9868164,0.02539063,0.1933594,-0.6918945
0.1875,-0.625,-0.4375,-0.07373047,0.04248047,0.9750977,0.02539063,0.1933594,-0.6918945
0.3125,-0.625,-0.6875,-0.05029297,0.04248047,0.9829102,0.02099609,0.1933594,-0.6904297
0,-0.625,-0.375,-0.04638672,0.05029297,0.9868164,0.02099609,0.1933594,-0.6904297
-0.3125,-0.375,-0.4375,-0.05419922,0.01123047,0.9555664,0.02099609,0.1933594,-0.6904297
0,-0.375,-0.375,-0.04248047,0.03466797,0.9633789,0.02099609,0.1933594,-0.6904297
0.375,-0.5,-0.5,-0.05810547,0.03076172,0.9672852,0.02197266,0.1967773,-0.6850586
0,0.1875,-0.625,-0.06201172,0.05029297,0.9555664,0.02197266,0.1967773,-0.6850586
0.5625,0,-0.75,-0.05419922,0.05419922,0.9477539,0.02197266,0.1967773,-0.6850586
0.5,0.1875,-0.6875,-0.05419922,0.04638672,0.9516602,0.01855469,0.1967773,-0.6821289
0.6875,-0.25,-0.625,-0.06201172,0.02685547,0.9829102,0.01855469,0.1967773,-0.6821289
0,0,-0.8125,-0.05810547,0.03466797,0.9672852,0.01855469,0.1967773,-0.6821289
0.375,0.75,-0.6875,-0.04638672,0.03076172,0.9829102,0.02441406,0.1953125,-0.6918945
0.4375,0.5625,-1.1875,-0.05029297,0.05029297,0.9594727,0.02441406,0.1953125,-0.6918945
0.3125,0.5,-0.6875,-0.05029297,0.05029297,0.9711914,0.02441406,0.1953125,-0.6918945
0.8125,0.625,-1.125,-0.04638672,0.02685547,0.9477539,0.02441406,0.1953125,-0.6918945
1,0.5,-1.125,-0.06201172,0.01513672,0.9829102,0.02441406,0.1953125,-0.6918945
0.8125,0.1875,-1,-0.03857422,0.03857422,0.9868164,0.02441406,0.1953125,-0.6918945
1.125,1,-0.6875,-0.05419922,0.01123047,0.9633789,0.02441406,0.1953125,-0.6918945
1.1875,0.5,-1.25,-0.06591797,0.03076172,0.9711914,0.02099609,0.1992188,-0.6821289
1.3125,0.625,-1.1875,-0.06982422,0.05419922,0.9594727,0.02099609,0.1992188,-0.6821289
0.8125,0.9375,-1,-0.05029297,0.02685547,0.9829102,0.02099609,0.1992188,-0.6821289
0.75,0.25,-1.125,-0.05810547,0.05419922,0.9555664,0.0234375,0.2001953,-0.6835938
0.8125,0.125,-1.4375,-0.08154297,0.03076172,0.9868164,0.0234375,0.2001953,-0.6835938
0.4375,0.25,-0.875,-0.05810547,0.02294922,0.9868164,0.0234375,0.2001953,-0.6835938
0.4375,0.375,-1.1875,-0.06201172,0.04248047,0.9711914,0.0234375,0.2001953,-0.6835938
0.4375,0.375,-0.75,-0.06201172,0.04248047,0.9829102,0.0234375,0.2001953,-0.6835938
0.8125,0.375,-1.125,-0.06982422,0.03076172,0.9868164,0.0234375,0.2001953,-0.6835938
0.4375,-0.1875,-1.4375,-0.05419922,0.02685547,0.9790039,0.0234375,0.2001953,-0.6835938
