Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
50,-1.75,1.0625,1.75,-0.03466797,-0.003417969,0.9516602,0.09326172,-0.105957,-0.3139648
51,-1.875,0.8125,1.9375,-0.03466797,0.007324219,0.9711914,0.09326172,-0.105957,-0.3139648
53,-1.625,0.25,1.3125,-0.06591797,0.03076172,0.9516602,0.09326172,-0.105957,-0.3139648
54,-2.1875,-0.0625,1.5625,-0.03857422,0.02294922,0.9750977,0.09423828,-0.1118164,-0.3178711
56,-1.75,0.5625,1.75,-0.003417969,0,0.9516602,0.09423828,-0.1118164,-0.3178711
57,-2.3125,0.375,1.5625,-0.007324219,0.003417969,0.9829102,0.09423828,-0.1118164,-0.3178711
59,-1.9375,0.75,1.4375,-0.05029297,0.01123047,0.9790039,0.09423828,-0.1118164,-0.3178711
60,-1.5,0.4375,1.3125,-0.05419922,0.003417969,0.9790039,0.09179688,-0.109375,-0.3056641
62,-1,1,1.125,-0.03076172,-0.003417969,0.9555664,0.09179688,-0.109375,-0.3056641
63,-0.875,1.5,1.1875,-0.02685547,0,0.9672852,0.09179688,-0.109375,-0.3056641
65,-0.375,1.4375,0.9375,-0.03076172,0,0.9829102,0.08837891,-0.1142578,-0.3237305
66,0.0625,1.5,0.8125,-0.01513672,0.007324219,0.9516602,0.08837891,-0.1142578,-0.3237305
68,0,1.9375,0.6875,-0.03076172,-0.01513672,0.9672852,0.08837891,-0.1142578,-0.3237305
69,1.1875,1.5625,0.5625,-0.03857422,0.02685547,0.9477539,0.09082031,-0.1108398,-0.3193359
71,0.875,2,0.3125,-0.02685547,0.007324219,0.9868164,0.09082031,-0.1108398,-0.3193359
72,0.9375,1.625,0.3125,-0.03466797,0.007324219,0.9555664,0.09082031,-0.1108398,-0.3193359
74,1.25,1.9375,0.5,-0.03857422,0.003417969,0.9672852,0.09082031,-0.1108398,-0.3193359
75,0.75,2.0625,0,-0.04248047,0,0.9555664,0.08984375,-0.1108398,-0.3178711
77,0.125,1.375,0.1875,-0.06591797,0.01123047,0.9907227,0.08984375,-0.1108398,-0.3178711
78,0.25,1.25,0.375,-0.05419922,0.01123047,0.9477539,0.08984375,-0.1108398,-0.3178711
80,0.25,1.25,0.125,-0.03466797,0.003417969,0.9829102,0.09667969,-0.1142578,-0.3081055
81,-0.0625,1.0625,0.6875,-0.05029297,-0.01513672,0.9868164,0.09667969,-0.1142578,-0.3081055
83,0.3125,0.6875,0.6875,-0.05029297,-0.007324219,0.9633789,0.09667969,-0.1142578,-0.3081055
84,-0.25,1,0.75,-0.02685547,-0.003417969,0.9868164,0.08837891,-0.112793,-0.3110352
86,-0.5,0.5625,0.6875,-0.02685547,-0.01513672,0.9829102,0.08837891,-0.112793,-0.3110352
87,-0.4375,0.75,0.375,-0.05419922,0.007324219,0.9750977,0.08837891,-0.112793,-0.3110352
89,-0.25,0.125,0.625,-0.05029297,0.01513672,0.9594727,0.08837891,-0.112793,-0.3110352
90,0.25,0.5625,1.25,-0.03076172,0.01513672,0.9750977,0.08837891,-0.112793,-0.3110352
92,-0.0625,0.875,0.375,-0.04248047,-0.007324219,0.9555664,0.08837891,-0.112793,-0.3110352
93,0.25,1,0.3125,-0.03857422,-0.003417969,0.9633789,0.08837891,-0.112793,-0.3110352
95,0.3125,1.0625,0.125,-0.03466797,0.01123047,0.9633789,0.08398438,-0.1142578,-0.3110352
96,0,1.4375,0.375,-0.02294922,0.01123047,0.9594727,0.08398438,-0.1142578,-0.3110352
98,0.6875,1.25,0.1875,-0.03076172,0.007324219,0.9672852,0.08398438,-0.1142578,-0.3110352
100,0.25,0.625,0.375,-0.03466797,0.01513672,0.9516602,0.09326172,-0.112793,-0.3125
102,0.5625,0.75,0.0625,-0.04248047,0.01123047,0.9711914,0.09326172,-0.112793,-0.3125
103,0.5625,0.9375,-0.0625,-0.05810547,0,0.9633789,0.09326172,-0.112793,-0.3125
105,0.5,0.625,0.125,-0.04248047,0.007324219,0.9829102,0.09326172,-0.112793,-0.3125
106,1.375,1.5625,-0.0625,-0.01513672,0.007324219,0.9594727,0.09326172,-0.112793,-0.3125
108,0.5,1.3125,0,-0.03466797,0.007324219,0.9829102,0.09326172,-0.112793,-0.3125
109,0.875,1.5625,-0.125,-0.04248047,0.003417969,0.9594727,0.09326172,-0.112793,-0.3125
111,0.875,0.9375,-0.4375,-0.03076172,0.01513672,0.9477539,0.09326172,-0.1108398,-0.3154297
112,1.5625,1.875,-0.4375,-0.05419922,-0.01904297,0.9790039,0.09326172,-0.1108398,-0.3154297
114,1.375,1.375,0,-0.02685547,0.01513672,0.9946289,0.09326172,-0.1108398,-0.3154297
115,1.125,1.375,-0.375,-0.03076172,-0.01123047,0.9438477,0.08740234,-0.109375,-0.3125
117,1,1.4375,-0.25,-0.03857422,0.01513672,0.9672852,0.08740234,-0.109375,-0.3125
118,1.125,0.8125,0.0625,-0.06591797,0.007324219,0.9829102,0.08740234,-0.109375,-0.3125
120,0.9375,0.3125,-0.5625,-0.03466797,0.01123047,0.9672852,0.09326172,-0.1083984,-0.3178711
121,0.9375,0.8125,-0.625,-0.04638672,0.01123047,0.9868164,0.09326172,-0.1083984,-0.3178711
123,0.75,0.5625,-0.375,-0.03076172,0.007324219,0.9868164,0.09326172,-0.1083984,-0.3178711
124,1.5,1.375,-0.4375,-0.05029297,0.01123047,0.9829102,0.09326172,-0.1083984,-0.3178711
126,1.3125,0.8125,-0.1875,-0.03076172,0.01513672,0.9555664,0.09082031,-0.1186523,-0.3125
127,0.25,0.9375,-0.125,-0.04638672,0.01123047,0.9750977,0.09082031,-0.1186523,-0.3125
129,0.4375,0.5,-0.1875,-0.05029297,0.01123047,0.9829102,0.09082031,-0.1186523,-0.3125
130,0.75,0.5,-0.6875,-0.06201172,0.03466797,0.9555664,0.09082031,-0.1025391,-0.3139648
132,0.9375,1.25,-1.25,-0.03466797,0.01513672,0.9750977,0.09082031,-0.1025391,-0.3139648
133,0.75,0.1875,-0.875,-0.04638672,0.003417969,0.9516602,0.09082031,-0.1025391,-0.3139648
135,0.6875,0.375,-0.6875,-0.02685547,0.003417969,0.9985352,0.08984375,-0.1152344,-0.3178711
136,0.3125,0.3125,-1.1875,-0.04638672,0.03466797,0.9907227,0.08984375,-0.1152344,-0.3178711
138,0.625,0.5625,-0.875,-0.05419922,0.01513672,0.9633789,0.08984375,-0.1152344,-0.3178711
139,0.6875,0.5,-0.5,-0.03076172,0.007324219,0.9633789,0.08984375,-0.1152344,-0.3178711
141,0.0625,-0.125,-0.75,-0.04248047,0,0.9711914,0.08740234,-0.1000977,-0.3168945
142,0.375,-0.3125,-0.375,-0.05029297,0.007324219,0.9868164,0.08740234,-0.1000977,-0.3168945
144,0.4375,0.0625,-0.4375,-0.05419922,0,0.9829102,0.08740234,-0.1000977,-0.3168945
145,0.6875,0.125,-1,-0.03466797,0.01123047,0.9516602,0.08837891,-0.112793,-0.3081055
147,0.4375,0.3125,0.0625,-0.04638672,-0.003417969,0.9829102,0.08837891,-0.112793,-0.3081055
148,0.25,0.0625,-0.9375,-0.05029297,0,0.9711914,0.08837891,-0.112793,-0.3081055
150,0.25,-0.1875,-0.5,-0.04248047,0.01123047,0.9868164,0.08398438,-0.1142578,-0.3125
151,0.125,-0.1875,-0.625,-0.05029297,-0.007324219,0.9829102,0.08398438,-0.1142578,-0.3125
153,-0.125,0,-0.6875,-0.02685547,-0.007324219,0.9711914,0.08398438,-0.1142578,-0.3125
154,-0.5625,0.0625,-0.4375,-0.03857422,0.01513672,0.9672852,0.08398438,-0.1142578,-0.3125
156,0.4375,-0.1875,-0.8125,-0.01513672,0.01123047,0.9477539,0.08398438,-0.1142578,-0.3125
157,-0.1875,0,-0.75,-0.03857422,0.01513672,0.9868164,0.08398438,-0.1142578,-0.3125
159,0.0625,0.3125,-0.4375,-0.04248047,-0.007324219,0.9829102,0.08398438,-0.1142578,-0.3125
160,0.9375,0.5,-0.75,-0.05029297,0.003417969,0.9829102,0.09082031,-0.112793,-0.3110352
162,1.1875,0.625,-0.5625,-0.02685547,0,0.9555664,0.09082031,-0.112793,-0.3110352
163,1.0625,0.875,-0.9375,-0.03076172,0,0.9477539,0.09082031,-0.112793,-0.3110352
165,0.8125,1.0625,-0.5,-0.05810547,0,0.9829102,0.09179688,-0.112793,-0.3168945
166,0.875,1.0625,-0.8125,-0.03076172,-0.01513672,0.9711914,0.09179688,-0.112793,-0.3168945
168,0.375,0.75,-1.125,-0.04248047,0.01513672,0.9633789,0.09179688,-0.112793,-0.3168945
169,0.75,0.9375,-0.625,-0.05029297,0.01123047,0.9672852,0.09179688,-0.112793,-0.3168945
171,0.8125,1.25,-0.125,-0.05029297,0.01513672,0.9672852,0.09179688,-0.112793,-0.3168945
172,0.6875,0.9375,-0.9375,-0.05810547,0.01513672,0.9868164,0.09179688,-0.112793,-0.3168945
174,0.0625,1,-0.6875,-0.04248047,0.01123047,0.9868164,0.09179688,-0.112793,-0.3168945
175,0.4375,0.375,-0.8125,-0.06201172,0.02685547,0.9868164,0.08740234,-0.1118164,-0.3168945
177,0.1875,0.5,-0.3125,-0.06201172,0,0.9672852,0.08740234,-0.1118164,-0.3168945
178,0.4375,0.25,0.0625,-0.07373047,0.01123047,0.9907227,0.08740234,-0.1118164,-0.3168945
180,-0.625,-0.0625,-0.25,-0.05029297,0.007324219,0.9633789,0.08837891,-0.105957,-0.3110352
181,-0.0625,0,-0.3125,-0.04638672,0.007324219,0.9477539,0.08837891,-0.105957,-0.3110352
183,0,0,-0.4375,-0.04638672,0.003417969,0.9829102,0.08837891,-0.105957,-0.3110352
184,0.875,0.1875,-0.3125,-0.05029297,0.01513672,0.9711914,0.08740234,-0.1142578,-0.3125
186,0.1875,-0.0625,-0.125,-0.05029297,0.01123047,0.9555664,0.08740234,-0.1142578,-0.3125
187,0,0.375,-0.3125,-0.05419922,0.02685547,0.9711914,0.08740234,-0.1142578,-0.3125
189,0.375,0.625,-0.3125,-0.03466797,0.01123047,0.9868164,0.08740234,-0.1142578,-0.3125
190,0.375,-0.5625,-0.25,-0.04638672,0.01123047,0.9868164,0.08984375,-0.1142578,-0.3081055
192,0.0625,0.1875,-0.6875,-0.03857422,0.007324219,0.9946289,0.08984375,-0.1142578,-0.3081055
193,0.125,-0.5,-0.6875,-0.04248047,0.007324219,0.9829102,0.08984375,-0.1142578,-0.3081055
195,0.1875,-0.5625,-0.75,-0.04248047,-0.007324219,0.9711914,0.09082031,-0.1118164,-0.3027344
197,-0.25,-0.25,-0.625,-0.05029297,0.01904297,0.9907227,0.09082031,-0.1118164,-0.3027344
199,-0.125,-0.75,0,-0.03857422,0.01123047,0.9790039,0.09082031,-0.1118164,-0.3027344
200,-0.125,-0.625,-0.25,-0.04638672,0.01123047,0.9829102,0.0859375,-0.1142578,-0.3222656
202,-0.375,-0.625,-0.3125,-0.03857422,0.007324219,0.9790039,0.0859375,-0.1142578,-0.3222656
203,-0.125,-1.3125,-0.625,-0.04638672,0.01513672,0.9555664,0.0859375,-0.1142578,-0.3222656
205,0.0625,-1.125,-0.1875,-0.04248047,0.03076172,0.9711914,0.0859375,-0.1142578,-0.3222656
206,-0.5,-0.625,-0.3125,-0.03857422,0.01513672,0.9321289,0.09082031,-0.1069336,-0.3139648
208,0.0625,-0.6875,-0.4375,-0.03466797,0.01904297,0.9711914,0.09082031,-0.1069336,-0.3139648
209,0,-0.625,-0.8125,-0.03466797,0.01513672,0.9555664,0.09082031,-0.1069336,-0.3139648
211,0.3125,-0.125,-0.5625,-0.03857422,0.01123047,0.9790039,0.08251953,-0.109375,-0.3095703
212,0.6875,-0.375,-0.5625,-0.03076172,0.01513672,0.9672852,0.08251953,-0.109375,-0.3095703
214,0.625,0.125,-0.6875,-0.03466797,0.01513672,0.9672852,0.08251953,-0.109375,-0.3095703
215,0.6875,-0.125,-0.875,-0.03076172,0.02685547,0.9672852,0.09423828,-0.112793,-0.3095703
217,0.5625,-0.375,-0.6875,-0.03857422,0.01513672,0.9555664,0.09423828,-0.112793,-0.3095703
218,0.9375,-0.75,-1,-0.02685547,0.01513672,0.9672852,0.09423828,-0.112793,-0.3095703
220,0.75,-0.0625,-1.0625,-0.02294922,0.01513672,0.9672852,0.09423828,-0.112793,-0.3095703
221,1.25,-0.375,-0.9375,-0.03857422,0.007324219,0.9633789,0.09423828,-0.112793,-0.3095703
223,1.0625,0.0625,-1.3125,-0.03466797,0.04248047,0.9711914,0.09423828,-0.112793,-0.3095703
224,1.1875,-0.625,-1.3125,-0.02685547,0.007324219,0.9672852,0.09423828,-0.112793,-0.3095703
226,0.6875,0,-1.5625,-0.05419922,0.02294922,0.9829102,0.09423828,-0.1118164,-0.3178711
227,1.3125,-0.0625,-1,-0.04248047,0.01123047,0.9907227,0.09423828,-0.1118164,-0.3178711
229,1.25,-0.8125,-1.375,-0.05419922,0.007324219,0.9750977,0.09423828,-0.1118164,-0.3178711
230,1.0625,0,-0.9375,-0.03466797,0.01123047,0.9711914,0.08740234,-0.1083984,-0.3193359
232,1.5,-0.4375,-0.875,-0.04638672,-0.007324219,0.9711914,0.08740234,-0.1083984,-0.3193359
233,1.3125,0.3125,-0.5,-0.05029297,-0.003417969,0.9672852,0.08740234,-0.1083984,-0.3193359
235,1.3125,-0.1875,-1,-0.04638672,0.01123047,0.9829102,0.08740234,-0.1083984,-0.3193359
236,1.25,-0.3125,-0.9375,-0.04248047,0.02685547,0.9985352,0.08740234,-0.1083984,-0.3193359
238,1,-0.1875,-0.6875,-0.05029297,0.01513672,0.9750977,0.08740234,-0.1083984,-0.3193359
239,0.625,-0.4375,-0.5625,-0.03857422,0.007324219,0.9711914,0.08740234,-0.1083984,-0.3193359
241,0.375,-0.875,-0.6875,-0.05810547,-0.003417969,0.9829102,0.08984375,-0.1142578,-0.3095703
242,0.5,-1.0625,-0.8125,-0.03857422,0.007324219,0.9672852,0.08984375,-0.1142578,-0.3095703
244,0.875,-0.25,-0.75,-0.05029297,0,0.9672852,0.08984375,-0.1142578,-0.3095703
245,0.5,-0.375,-0.1875,-0.05029297,0.03466797,0.9477539,0.09667969,-0.1176758,-0.3110352
247,0.3125,-0.5625,-0.5,-0.03857422,0.01904297,0.9829102,0.09667969,-0.1176758,-0.3110352
248,0.9375,-0.5625,-0.4375,-0.04638672,0.01513672,0.9711914,0.09667969,-0.1176758,-0.3110352
250,0.4375,-0.3125,-0.6875,-0.05810547,0.01513672,0.9946289,0.09521484,-0.109375,-0.3222656
251,0.6875,-0.4375,-0.8125,-0.03076172,0.01513672,0.9946289,0.09521484,-0.109375,-0.3222656
253,1,-0.1875,-0.25,-0.05029297,0.02685547,0.9868164,0.09521484,-0.109375,-0.3222656
254,0.375,-0.3125,-0.8125,-0.04638672,0.01513672,0.9829102,0.09521484,-0.109375,-0.3222656
256,0.4375,-0.125,-0.625,-0.03466797,0.01123047,0.9555664,0.08984375,-0.105957,-0.3125
257,0.1875,-0.875,-0.625,-0.02685547,0.01513672,0.9750977,0.08984375,-0.105957,-0.3125
259,0.4375,0.0625,-0.6875,-0.03076172,0.03076172,0.9868164,0.08984375,-0.105957,-0.3125
260,-0.4375,-1.0625,-0.625,-0.04248047,0.01904297,0.9946289,0.08837891,-0.1118164,-0.3041992
262,0.25,0.125,-0.5625,-0.03857422,0,0.9750977,0.08837891,-0.1118164,-0.3041992
263,-0.3125,0.0625,-0.25,-0.05810547,0.01513672,0.9672852,0.08837891,-0.1118164,-0.3041992
265,0.125,-1.1875,-0.1875,-0.04638672,0.007324219,0.9711914,0.1000977,-0.1118164,-0.3154297
266,-0.125,-0.375,-0.5625,-0.05029297,-0.007324219,0.9868164,0.1000977,-0.1118164,-0.3154297
268,-0.75,-0.8125,-0.125,-0.05029297,0.01513672,0.9555664,0.1000977,-0.1118164,-0.3154297
269,-0.3125,-0.3125,-0.75,-0.05810547,0.01123047,0.9633789,0.1000977,-0.1118164,-0.3154297
271,-0.125,-0.3125,0.0625,-0.03076172,0.007324219,0.9555664,0.08837891,-0.1176758,-0.3154297
272,-0.5,0.1875,-0.3125,-0.01904297,0.02294922,0.9829102,0.08837891,-0.1176758,-0.3154297
274,-0.875,-0.6875,-0.0625,-0.04638672,0.01123047,0.9633789,0.08837891,-0.1176758,-0.3154297
275,-0.4375,0,-0.3125,-0.04248047,0.01513672,0.9555664,0.09179688,-0.1083984,-0.3208008
277,-0.5625,0.0625,-0.1875,-0.03857422,0.007324219,0.9750977,0.09179688,-0.1083984,-0.3208008
278,-0.25,0.25,0,-0.04638672,0.01513672,0.9594727,0.09179688,-0.1083984,-0.3208008
280,0,-0.1875,-0.375,-0.05029297,0.003417969,0.9829102,0.08984375,-0.112793,-0.3139648
281,-0.9375,0.0625,-0.1875,-0.02685547,0.02685547,0.9829102,0.08984375,-0.112793,-0.3139648
283,-0.8125,-0.125,-0.125,-0.03857422,0.01904297,0.9711914,0.08984375,-0.112793,-0.3139648
284,-0.6875,-0.125,-0.625,-0.05419922,0.01513672,0.9946289,0.08984375,-0.112793,-0.3139648
286,-1.0625,-0.375,0,-0.04248047,0.01513672,0.9555664,0.08984375,-0.112793,-0.3139648
287,-1.0625,-0.5,-0.375,-0.03857422,0,0.9672852,0.08984375,-0.112793,-0.3139648
289,-1.125,-0.75,-0.5,-0.02294922,0.007324219,0.9594727,0.08984375,-0.112793,-0.3139648
290,-0.75,-0.3125,0,-0.04638672,-0.007324219,0.9594727,0.09423828,-0.1118164,-0.3081055
292,-0.3125,-0.6875,-0.1875,-0.02685547,0.01513672,0.9829102,0.09423828,-0.1118164,-0.3081055
294,0,-1.0625,-0.375,-0.05419922,0.01123047,0.9829102,0.09423828,-0.1118164,-0.3081055
296,-0.25,-0.6875,-0.625,-0.04248047,-0.003417969,0.9946289,0.08984375,-0.1069336,-0.3095703
297,-0.5,-0.5,-0.625,-0.03857422,0.01123047,0.9829102,0.08984375,-0.1069336,-0.3095703
299,0,-0.4375,-0.5625,-0.02294922,0,0.9672852,0.08984375,-0.1069336,-0.3095703
300,-0.125,-0.125,-0.3125,-0.05419922,0.01513672,0.9829102,0.08984375,-0.1069336,-0.3095703
302,0.0625,-0.6875,-1,-0.03466797,0.01123047,0.9711914,0.08984375,-0.1069336,-0.3095703
303,0,0,-0.375,-0.02294922,0,0.9829102,0.08984375,-0.1069336,-0.3095703
305,0.0625,-0.5,-0.375,-0.05419922,0.007324219,0.9750977,0.08984375,-0.1069336,-0.3095703
306,-0.1875,0.5,-0.125,-0.03857422,0.003417969,0.9750977,0.09179688,-0.112793,-0.3139648
308,-0.125,0.125,0.0625,-0.04638672,0.01513672,0.9438477,0.09179688,-0.112793,-0.3139648
309,0.0625,0,-0.8125,-0.02294922,0.01513672,0.9672852,0.09179688,-0.112793,-0.3139648
311,-0.1875,-0.125,-0.5625,-0.04638672,0,0.9750977,0.08984375,-0.112793,-0.3110352
312,-0.25,0,-0.3125,-0.04638672,0.007324219,0.9868164,0.08984375,-0.112793,-0.3110352
314,0.3125,-0.5,-0.375,-0.04638672,0.007324219,0.9790039,0.08984375,-0.112793,-0.3110352
315,0.125,-0.125,0,-0.03076172,0,0.9633789,0.09082031,-0.112793,-0.3125
317,-0.1875,-0.25,-0.625,-0.03857422,-0.007324219,0.9829102,0.09082031,-0.112793,-0.3125
318,-0.3125,-0.5,-0.125,-0.01904297,0,0.9829102,0.09082031,-0.112793,-0.3125
320,0,-0.5,0.0625,-0.06591797,0.003417969,0.9711914,0.09082031,-0.112793,-0.3125
321,-0.5625,0,0.1875,-0.04248047,0.01123047,0.9672852,0.08251953,-0.1152344,-0.3178711
323,-0.3125,-0.6875,0,-0.05810547,0.007324219,0.9829102,0.08251953,-0.1152344,-0.3178711
324,0,-1,-0.5,-0.03466797,0.01123047,0.9711914,0.08251953,-0.1152344,-0.3178711
326,-0.375,-1.125,-0.0625,-0.03857422,0.01513672,0.9829102,0.08984375,-0.1118164,-0.3193359
327,-0.5,-0.8125,-0.4375,-0.04248047,0.01123047,0.9829102,0.08984375,-0.1118164,-0.3193359
329,-0.75,-0.8125,-0.125,-0.04638672,0.03076172,0.9829102,0.08984375,-0.1118164,-0.3193359
330,-0.3125,-1.125,-0.125,-0.05419922,0.007324219,0.9516602,0.08837891,-0.1118164,-0.3154297
332,-0.6875,-0.3125,-0.3125,-0.05810547,-0.01904297,0.9672852,0.08837891,-0.1118164,-0.3154297
333,-0.375,-1.5625,-0.1875,-0.03857422,0.003417969,0.9829102,0.08837891,-0.1118164,-0.3154297
335,-0.1875,-0.875,-0.0625,-0.04638672,0.01123047,0.9477539,0.08837891,-0.1118164,-0.3154297
336,0.25,-1.25,-0.5,-0.01513672,0.01123047,0.9829102,0.09082031,-0.1118164,-0.3125
338,-0.8125,-0.9375,-0.0625,-0.03857422,0.01123047,0.9829102,0.09082031,-0.1118164,-0.3125
339,-0.4375,-0.75,0,-0.05810547,0,0.9711914,0.09082031,-0.1118164,-0.3125
341,-0.375,-1,-0.1875,-0.04248047,0.007324219,0.9633789,0.09082031,-0.112793,-0.3071289
342,-0.375,-1.375,-0.0625,-0.03857422,0.02294922,0.9946289,0.09082031,-0.112793,-0.3071289
344,-0.375,-0.9375,0.25,-0.04248047,0.007324219,0.9868164,0.09082031,-0.112793,-0.3071289
345,-0.5,-1.125,-0.5625,-0.04248047,0.01513672,0.9829102,0.09667969,-0.1142578,-0.3125
347,-0.875,-1.625,-0.1875,-0.03857422,-0.003417969,0.9594727,0.09667969,-0.1142578,-0.3125
348,-0.8125,-1.25,0.0625,-0.01513672,0,0.9711914,0.09667969,-0.1142578,-0.3125
350,-0.8125,-1.4375,0,-0.03466797,-0.003417969,0.9829102,0.09667969,-0.1142578,-0.3125
351,-0.875,-1.625,0.0625,-0.05029297,0.03466797,0.9829102,0.09667969,-0.1142578,-0.3125
353,-0.3125,-2.0625,0.0625,-0.01513672,0,0.9672852,0.09667969,-0.1142578,-0.3125
354,-1.125,-1.9375,0.1875,-0.04638672,0,0.9711914,0.09667969,-0.1142578,-0.3125
356,-1.3125,-1.375,0.4375,-0.03076172,0.003417969,0.9711914,0.09423828,-0.1035156,-0.3168945
357,-1.1875,-1.8125,0.25,-0.04638672,0.007324219,0.9829102,0.09423828,-0.1035156,-0.3168945
359,-0.875,-1.75,0.0625,-0.04248047,0.01123047,0.9672852,0.09423828,-0.1035156,-0.3168945
360,-1.3125,-2,0.5,-0.03076172,0.01513672,0.9555664,0.08984375,-0.1142578,-0.3193359
362,-1.125,-1.4375,0.3125,-0.04638672,0.003417969,0.9711914,0.08984375,-0.1142578,-0.3193359
363,-0.75,-1.6875,0.4375,-0.03466797,-0.007324219,0.9672852,0.08984375,-0.1142578,-0.3193359
365,-0.875,-2.3125,0.6875,-0.04638672,0.003417969,0.9711914,0.08984375,-0.1142578,-0.3193359
366,-1.4375,-2.5,0.4375,-0.01123047,-0.003417969,0.9711914,0.08984375,-0.1142578,-0.3193359
368,-0.6875,-1.625,0.5,-0.02685547,0.003417969,0.9555664,0.08984375,-0.1142578,-0.3193359
369,-1.5,-2.25,0.4375,-0.02685547,0.01123047,0.9711914,0.08984375,-0.1142578,-0.3193359
371,0,-1.1875,0.5,-0.01513672,0.007324219,0.9790039,0.09521484,-0.1118164,-0.3168945
372,-0.75,-2.0625,0.375,-0.01123047,0.02685547,0.9829102,0.09521484,-0.1118164,-0.3168945
374,-0.3125,-1.4375,0.375,-0.04638672,0.01123047,0.9829102,0.09521484,-0.1118164,-0.3168945
375,-0.6875,-0.375,0.1875,-0.02294922,0.01123047,0.9711914,0.09179688,-0.1083984,-0.3095703
377,0,-1,0,-0.02685547,0.007324219,0.9555664,0.09179688,-0.1083984,-0.3095703
378,-0.125,-0.9375,-0.125,-0.02685547,0.01513672,0.9672852,0.09179688,-0.1083984,-0.3095703
380,-0.3125,-0.125,-0.125,-0.03076172,0.003417969,0.9868164,0.09082031,-0.1069336,-0.3193359
