Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
118,0,-0.4375,-0.75,-0.06201172,0.04248047,0.9672852,0.02197266,0.2011719,-0.6962891
120,0.75,-0.25,-0.4375,-0.05810547,0.03466797,0.9829102,0.02197266,0.2011719,-0.6962891
121,-0.0625,-0.375,-0.5,-0.03857422,0.02685547,0.9672852,0.02197266,0.2011719,-0.6962891
123,-0.1875,-0.375,-0.3125,-0.05419922,0.03466797,0.9907227,0.02197266,0.2011719,-0.6962891
124,0.375,-0.4375,-1.0625,-0.05810547,0.03076172,0.9711914,0.02197266,0.2011719,-0.6962891
126,-0.125,-0.25,0.0625,-0.04638672,0.02685547,0.9594727,0.02441406,0.1977539,-0.6918945
127,-0.1875,-0.375,-0.5,-0.05810547,0.03466797,0.9555664,0.02441406,0.1977539,-0.6918945
129,-0.0625,-0.625,-0.5,-0.05810547,0.01513672,0.9633789,0.02441406,0.1977539,-0.6918945
130,0.375,-0.4375,-0.4375,-0.04638672,0.04638672,0.9829102,0.02441406,0.1918945,-0.6850586
132,0.5,-0.8125,-0.3125,-0.05419922,0.03076172,0.9868164,0.02441406,0.1918945,-0.6850586
133,0,-0.25,-0.5625,-0.05029297,0.05029297,0.9868164,0.02441406,0.1918945,-0.6850586
135,0.375,-0.3125,-0.4375,-0.06591797,0.01123047,0.9399414,0.01953125,0.1933594,-0.6791992
136,-0.1875,-0.25,-0.5625,-0.04248047,0.04248047,0.9594727,0.01953125,0.1933594,-0.6791992
138,-0.3125,0.375,-0.5,-0.05029297,0.03857422,0.9555664,0.01953125,0.1933594,-0.6791992
139,-0.25,0.1875,-0.5,-0.04248047,0.02685547,0.9672852,0.01953125,0.1933594,-0.6791992
141,0.75,0.4375,-0.125,-0.04638672,0.02685547,0.9672852,0.02197266,0.1967773,-0.6835938
142,0,0.8125,-0.9375,-0.03466797,0.01513672,0.9594727,0.02197266,0.1967773,-0.6835938
144,-0.3125,0.5,-1.0625,-0.05810547,0.02294922,0.9633789,0.02197266,0.1967773,-0.6835938
145,0,0.875,-0.5625,-0.04248047,0.05029297,0.9790039,0.02197266,0.1860352,-0.6904297
147,0.125,1,-0.375,-0.05810547,0.01904297,0.9633789,0.02197266,0.1860352,-0.6904297
148,0.1875,1.0625,-0.625,-0.06591797,0.01904297,0.9868164,0.02197266,0.1860352,-0.6904297
150,-0.1875,0.5,-0.5625,-0.04638672,0.05029297,0.9829102,0.0234375,0.2060547,-0.6865234
151,-0.25,0,-0.5625,-0.04248047,0.03076172,0.9829102,0.0234375,0.2060547,-0.6865234
153,0.125,0.1875,-0.1875,-0.04638672,0.05029297,0.9946289,0.0234375,0.2060547,-0.6865234
154,-0.3125,-0.0625,-0.6875,-0.06591797,0.04638672,0.9672852,0.0234375,0.2060547,-0.6865234
156,0,-0.5625,-0.25,-0.04248047,0.04638672,0.9711914,0.01611328,0.1967773,-0.6835938
157,0.0625,-0.3125,0.125,-0.06982422,0.03076172,0.9829102,0.01611328,0.1967773,-0.6835938
159,-0.1875,0.1875,-0.9375,-0.04638672,0.04248047,0.9829102,0.01611328,0.1967773,-0.6835938
160,-0.3125,0.4375,-0.375,-0.05810547,0.05029297,0.9633789,0.02539063,0.190918,-0.6850586
162,0,0,-0.875,-0.04248047,0.04248047,0.9594727,0.02539063,0.190918,-0.6850586
163,0,0.4375,-0.4375,-0.05810547,0.03466797,0.9829102,0.02539063,0.190918,-0.6850586
165,-0.25,0,-0.3125,-0.06591797,0.04638672,0.9868164,0.0234375,0.1967773,-0.6806641
166,0,0,-0.6875,-0.06201172,0.03857422,0.9829102,0.0234375,0.1967773,-0.6806641
168,-0.0625,-0.3125,-0.25,-0.06591797,0.02294922,0.9594727,0.0234375,0.1967773,-0.6806641
169,-0.25,-0.5,-0.0625,-0.05810547,0.02685547,0.9594727,0.0234375,0.1967773,-0.6806641
171,0.375,-0.5625,-0.25,-0.06982422,0.03857422,0.9868164,0.0234375,0.1967773,-0.6806641
172,0.0625,-0.9375,-0.5,-0.05810547,0.03466797,0.9790039,0.0234375,0.1967773,-0.6806641
174,-0.8125,-1.125,0,-0.01513672,0.03857422,0.9399414,0.0234375,0.1967773,-0.6806641
175,-0.1875,-1.125,-0.125,-0.06201172,0.04248047,0.9555664,0.02197266,0.1953125,-0.6948242
177,-0.1875,-1.3125,-0.0625,-0.04248047,0.03857422,0.9672852,0.02197266,0.1953125,-0.6948242
178,0,-0.9375,0.25,-0.06591797,0.05419922,0.9750977,0.02197266,0.1953125,-0.6948242
180,0.125,-1.5625,0.25,-0.03466797,0.03076172,0.9555664,0.01855469,0.1918945,-0.6821289
181,-0.1875,-2,-0.4375,-0.05419922,0.04248047,0.9868164,0.01855469,0.1918945,-0.6821289
183,-0.375,-1.1875,-0.5,-0.04248047,0.05810547,0.9633789,0.01855469,0.1918945,-0.6821289
184,-0.0625,-1.1875,-0.625,-0.05810547,0.03857422,0.9829102,0.01855469,0.1918945,-0.6821289
186,0,-1.125,-0.5625,-0.05029297,0.04638672,0.9711914,0.01855469,0.1918945,-0.6821289
187,-0.3125,-0.9375,-0.5625,-0.04638672,0.03857422,0.9555664,0.01855469,0.1918945,-0.6821289
189,-0.3125,-0.1875,-0.8125,-0.04638672,0.06201172,0.9907227,0.01855469,0.1918945,-0.6821289
190,-0.4375,-1.6875,-0.5,-0.04638672,0.03076172,0.9711914,0.02783203,0.1967773,-0.6821289
192,-0.1875,-0.625,-0.25,-0.05419922,0.05029297,0.9477539,0.02783203,0.1967773,-0.6821289
193,-0.1875,-0.1875,-0.5625,-0.03466797,0.03076172,0.9672852,0.02783203,0.1967773,-0.6821289
195,-0.5,-0.0625,-0.6875,-0.06982422,0.05029297,0.9594727,0.02685547,0.1918945,-0.6791992
197,0.1875,-0.875,-0.5,-0.05810547,0.03857422,0.9868164,0.02685547,0.1918945,-0.6791992
199,0.25,-0.875,-0.625,-0.07373047,0.03466797,0.9829102,0.02685547,0.1918945,-0.6791992
200,0,-0.0625,-0.5,-0.04248047,0.02685547,0.9829102,0.01611328,0.190918,-0.6904297
202,0.5625,-0.5625,-1,-0.06201172,0.03076172,0.9672852,0.01611328,0.190918,-0.6904297
203,0,-0.0625,-0.625,-0.03076172,0.03076172,0.9594727,0.01611328,0.190918,-0.6904297
205,0,0,-1.125,-0.03076172,0.007324219,0.9672852,0.01611328,0.190918,-0.6904297
206,0.375,0.75,-0.625,-0.04248047,0.03466797,0.9711914,0.01757813,0.1992188,-0.6904297
208,0.1875,0.25,-0.6875,-0.03466797,0.04638672,0.9672852,0.01757813,0.1992188,-0.6904297
209,-0.0625,0.4375,-0.375,-0.05029297,0.03466797,0.9633789,0.01757813,0.1992188,-0.6904297
211,0.0625,0.6875,-1.125,-0.04248047,0.03857422,0.9594727,0.01513672,0.1977539,-0.6918945
212,0.0625,0.625,-0.875,-0.05810547,0.05029297,0.9868164,0.01513672,0.1977539,-0.6918945
214,0,0.1875,-0.6875,-0.05419922,0.04638672,0.9868164,0.01513672,0.1977539,-0.6918945
215,0.4375,0.75,-0.9375,-0.06982422,0.01904297,0.9829102,0.0234375,0.190918,-0.6972656
217,-0.1875,1,-0.75,-0.03076172,0.05029297,0.9711914,0.0234375,0.190918,-0.6972656
218,0.25,0.875,-0.75,-0.05029297,0.04638672,0.9868164,0.0234375,0.190918,-0.6972656
220,0.0625,0.875,-0.875,-0.03466797,0.05810547,0.9829102,0.0234375,0.190918,-0.6972656
221,0.125,0.5,-1.0625,-0.06591797,0.02685547,0.9672852,0.02441406,0.1953125,-0.6918945
223,0.3125,0.4375,-1.25,-0.05810547,0.03857422,0.9438477,0.02441406,0.1953125,-0.6918945
224,0.1875,0.5625,-1.0625,-0.06201172,0.04248047,0.9633789,0.02441406,0.1953125,-0.6918945
226,0,0.8125,-0.875,-0.04248047,0.03076172,0.9829102,0.02099609,0.1943359,-0.6875
227,0.0625,0.375,-1.1875,-0.03857422,0.03466797,0.9750977,0.02099609,0.1943359,-0.6875
229,-0.25,0.5,-0.8125,-0.04638672,0.01513672,0.9672852,0.02099609,0.1943359,-0.6875
230,0.6875,1,-1.125,-0.06201172,0.03857422,0.9633789,0.02685547,0.1943359,-0.6948242
232,-0.5625,0.6875,-1.125,-0.04248047,0.03076172,0.9829102,0.02685547,0.1943359,-0.6948242
233,0.125,1.5625,-1.125,-0.04248047,0.06201172,0.9633789,0.02685547,0.1943359,-0.6948242
235,-0.1875,1.4375,-1,-0.04638672,0.02294922,0.9555664,0.02685547,0.1943359,-0.6948242
236,0.0625,1.9375,-1.5625,-0.04638672,0.05029297,0.9555664,0.02685547,0.1943359,-0.6948242
238,0,2.5625,-0.875,-0.05810547,0.01513672,0.9672852,0.02685547,0.1943359,-0.6948242
239,0.25,2.6875,-1.375,-0.05810547,0.03076172,0.9633789,0.02685547,0.1943359,-0.6948242
241,0.25,2.75,-1.375,-0.05419922,0.03857422,0.9633789,0.02685547,0.1953125,-0.6904297
242,0,2.4375,-1.3125,-0.05029297,0.02685547,0.9829102,0.02685547,0.1953125,-0.6904297
244,0,2.3125,-1.625,-0.04638672,0.02685547,0.9594727,0.02685547,0.1953125,-0.6904297
245,-0.0625,2.375,-1.375,-0.05419922,0.01123047,0.9594727,0.02099609,0.1967773,-0.6835938
247,0.125,2.6875,-1.75,-0.03857422,0.01513672,0.9555664,0.02099609,0.1967773,-0.6835938
248,0,1.8125,-1.125,-0.06201172,0.03857422,0.9594727,0.02099609,0.1967773,-0.6835938
250,0.5,2.875,-0.8125,-0.04248047,0.01513672,0.9711914,0.02099609,0.1967773,-0.6835938
251,0.0625,2.4375,-1.5,-0.05419922,0.01513672,0.9829102,0.02099609,0.1967773,-0.6835938
253,0.4375,2.75,-1.1875,-0.04638672,0.04638672,0.9594727,0.02099609,0.1967773,-0.6835938
254,0.3125,2.25,-1.3125,-0.04248047,0.03076172,0.9672852,0.02099609,0.1967773,-0.6835938
256,0.3125,1.8125,-1.625,-0.03076172,0.01904297,0.9555664,0.02685547,0.1977539,-0.6918945
257,1.3125,2.125,-1.3125,-0.05810547,0.02685547,0.9477539,0.02685547,0.1977539,-0.6918945
259,0.6875,2.6875,-1.25,-0.06982422,0.03466797,0.9750977,0.02685547,0.1977539,-0.6918945
260,0.4375,2.4375,-1.5,-0.06201172,0.03076172,0.9750977,0.02441406,0.1943359,-0.7001953
262,0.5625,2.4375,-1.375,-0.06201172,0.04248047,0.9829102,0.02441406,0.1943359,-0.7001953
263,0.8125,2.4375,-1.125,-0.06201172,0.04638672,0.9868164,0.02441406,0.1943359,-0.7001953
265,0.8125,1.8125,-1.25,-0.07373047,0.03857422,0.9633789,0.02197266,0.1933594,-0.6850586
266,0.75,2.5,-1.0625,-0.06201172,0.01513672,0.9829102,0.02197266,0.1933594,-0.6850586
268,0.5625,1.9375,-1.1875,-0.04248047,0.02294922,0.9438477,0.02197266,0.1933594,-0.6850586
269,0.9375,2.125,-0.9375,-0.05419922,0.02294922,0.9633789,0.02197266,0.1933594,-0.6850586
271,0.75,1.6875,-0.875,-0.05810547,0.01123047,0.9868164,0.01757813,0.1953125,-0.6875
272,0.875,1.5,-1.1875,-0.06982422,0.01513672,0.9790039,0.01757813,0.1953125,-0.6875
274,0.125,1.8125,-1,-0.06591797,0.03076172,0.9711914,0.01757813,0.1953125,-0.6875
275,0.6875,1.75,-1,-0.06591797,0.03466797,0.9829102,0.02197266,0.1953125,-0.6918945
277,0.6875,2.3125,-1.0625,-0.06201172,0.03857422,0.9594727,0.02197266,0.1953125,-0.6918945
278,1.3125,1.3125,-1,-0.07373047,0.01513672,0.9829102,0.02197266,0.1953125,-0.6918945
280,0.8125,1.375,-1.5,-0.05810547,0.04638672,0.9829102,0.0234375,0.1933594,-0.6889648
281,0.3125,1.25,-1.0625,-0.07373047,0.03857422,0.9711914,0.0234375,0.1933594,-0.6889648
283,0.3125,1.125,-1.5625,-0.04638672,0.01513672,0.9829102,0.0234375,0.1933594,-0.6889648
284,0.9375,1.4375,-1,-0.08154297,0.03076172,0.9868164,0.0234375,0.1933594,-0.6889648
286,0.8125,1.75,-1.375,-0.05810547,0.03076172,0.9594727,0.0234375,0.1977539,-0.6875
287,0.0625,1.1875,-1.0625,-0.03466797,0.01513672,0.9633789,0.0234375,0.1977539,-0.6875
289,0.875,1.5625,-1,-0.04248047,0.01513672,0.9555664,0.0234375,0.1977539,-0.6875
290,0.4375,1.4375,-0.9375,-0.04638672,0.03857422,0.9672852,0.02441406,0.1977539,-0.6865234
292,0.875,0.875,-1.1875,-0.06201172,0.04638672,0.9868164,0.02441406,0.1977539,-0.6865234
294,0.6875,1,-0.9375,-0.05810547,0.02294922,0.9829102,0.02441406,0.1977539,-0.6865234
296,0.5625,1.1875,-1.25,-0.04248047,0.03857422,0.9672852,0.02441406,0.1967773,-0.6918945
297,0.625,0.75,-0.5625,-0.04248047,0.03466797,0.9555664,0.02441406,0.1967773,-0.6918945
299,0.5625,1.0625,-1,-0.03857422,0.02294922,0.9711914,0.02441406,0.1967773,-0.6918945
300,0.625,1,-1.125,-0.06982422,0.03466797,0.9477539,0.02441406,0.1967773,-0.6918945
302,0.5,1.25,-0.375,-0.06201172,0.03076172,0.9633789,0.02441406,0.1967773,-0.6918945
303,0.8125,1.375,-1.125,-0.05029297,0.03076172,0.9868164,0.02441406,0.1967773,-0.6918945
305,0.9375,1.0625,-0.4375,-0.06982422,0.02294922,0.9868164,0.02441406,0.1967773,-0.6918945
306,0.1875,1.4375,-1.25,-0.05419922,0.03857422,0.9829102,0.03027344,0.1977539,-0.6865234
308,1.1875,1.3125,-0.625,-0.06591797,0.01513672,0.9672852,0.03027344,0.1977539,-0.6865234
309,1,0.75,-1.125,-0.05810547,0.03076172,0.9555664,0.03027344,0.1977539,-0.6865234
311,0.8125,1,-1.1875,-0.07373047,0.01513672,1.001953,0.02880859,0.1967773,-0.6889648
312,0.75,1.1875,-0.5625,-0.05029297,0.03857422,0.9672852,0.02880859,0.1967773,-0.6889648
314,1.625,1.1875,-0.75,-0.06982422,0.05419922,0.9750977,0.02880859,0.1967773,-0.6889648
315,0.9375,0.5625,-0.875,-0.06591797,0.05029297,0.9829102,0.02880859,0.1967773,-0.6889648
317,0.4375,0.625,-0.75,-0.06591797,0.01513672,0.9750977,0.02880859,0.1967773,-0.6889648
318,0.625,0.5,-1.3125,-0.05029297,0.03857422,0.9985352,0.02880859,0.1967773,-0.6889648
320,0.3125,0,-1.0625,-0.05419922,0.03466797,0.9633789,0.02880859,0.1967773,-0.6889648
321,0.3125,0.375,-0.875,-0.06591797,0.01513672,0.9829102,0.02880859,0.1953125,-0.6889648
323,0.4375,-0.1875,-0.9375,-0.05810547,0.03857422,0.9829102,0.02880859,0.1953125,-0.6889648
324,-0.125,0,0,-0.07373047,0.05029297,0.9555664,0.02880859,0.1953125,-0.6889648
326,0.3125,-0.375,-0.5,-0.06201172,0.03857422,0.9711914,0.02685547,0.1918945,-0.6835938
327,0,-0.75,-0.625,-0.05419922,0.03857422,0.9790039,0.02685547,0.1918945,-0.6835938
329,-0.375,-1.125,-0.25,-0.06201172,0.03466797,0.9829102,0.02685547,0.1918945,-0.6835938
330,0,-0.875,-0.4375,-0.07373047,0.04248047,0.9790039,0.02197266,0.1967773,-0.6962891
332,0.3125,-1.5625,-0.25,-0.05810547,0.03857422,0.9790039,0.02197266,0.1967773,-0.6962891
333,0,-1.25,-0.125,-0.06982422,0.05419922,0.9711914,0.02197266,0.1967773,-0.6962891
335,0,-1.625,-0.3125,-0.08154297,0.04248047,0.9672852,0.02197266,0.1967773,-0.6962891
336,-0.3125,-1.25,-0.625,-0.05029297,0.03076172,0.9829102,0.02685547,0.1967773,-0.6933594
338,0.1875,-1.375,-0.0625,-0.05810547,0.04248047,0.9633789,0.02685547,0.1967773,-0.6933594
339,-0.75,-1.5625,0,-0.08154297,0.03076172,0.9829102,0.02685547,0.1967773,-0.6933594
341,-0.4375,-2.125,-0.375,-0.04638672,0.03857422,0.9907227,0.02441406,0.1933594,-0.6850586
342,-0.25,-1.5,0,-0.05810547,0.05029297,0.9438477,0.02441406,0.1933594,-0.6850586
344,-0.5,-1.1875,-0.125,-0.06201172,0.05029297,0.9868164,0.02441406,0.1933594,-0.6850586
345,-0.25,-1.8125,0,-0.05029297,0.01513672,0.9711914,0.02099609,0.2001953,-0.6850586
347,-0.125,-1.25,-0.9375,-0.05810547,0.03857422,0.9672852,0.02099609,0.2001953,-0.6850586
348,-0.3125,-0.9375,-0.125,-0.05810547,0.03466797,0.9672852,0.02099609,0.2001953,-0.6850586
350,-0.3125,-1.375,-1.1875,-0.05810547,0.02685547,0.9750977,0.02099609,0.2001953,-0.6850586
351,-0.3125,-0.9375,-0.3125,-0.05419922,0.05029297,0.9711914,0.03027344,0.1943359,-0.6875
353,-0.5,-0.875,-0.25,-0.05810547,0.03466797,0.9672852,0.03027344,0.1943359,-0.6875
354,0,-0.6875,-0.4375,-0.06591797,0.01123047,0.9672852,0.03027344,0.1943359,-0.6875
356,-0.1875,-0.8125,-0.0625,-0.05029297,0.03076172,0.9750977,0.02539063,0.1933594,-0.6918945
357,0.4375,-0.8125,-1,-0.06591797,0.03076172,0.9868164,0.02539063,0.1933594,-0.6918945
359,0.1875,-0.625,-0.4375,-0.07373047,0.04248047,0.9750977,0.02539063,0.1933594,-0.6918945
360,0.3125,-0.625,-0.6875,-0.05029297,0.04248047,0.9829102,0.02099609,0.1933594,-0.6904297
362,0,-0.625,-0.375,-0.04638672,0.05029297,0.9868164,0.02099609,0.1933594,-0.6904297
363,-0.3125,-0.375,-0.4375,-0.05419922,0.01123047,0.9555664,0.02099609,0.1933594,-0.6904297
365,0,-0.375,-0.375,-0.04248047,0.03466797,0.9633789,0.02099609,0.1933594,-0.6904297
366,0.375,-0.5,-0.5,-0.05810547,0.03076172,0.9672852,0.02197266,0.1967773,-0.6850586
368,0,0.1875,-0.625,-0.06201172,0.05029297,0.9555664,0.02197266,0.1967773,-0.6850586
369,0.5625,0,-0.75,-0.05419922,0.05419922,0.9477539,0.02197266,0.1967773,-0.6850586
371,0.5,0.1875,-0.6875,-0.05419922,0.04638672,0.9516602,0.01855469,0.1967773,-0.6821289
372,0.6875,-0.25,-0.625,-0.06201172,0.02685547,0.9829102,0.01855469,0.1967773,-0.6821289
374,0,0,-0.8125,-0.05810547,0.03466797,0.9672852,0.01855469,0.1967773,-0.6821289
375,0.375,0.75,-0.6875,-0.04638672,0.03076172,0.9829102,0.02441406,0.1953125,-0.6918945
377,0.4375,0.5625,-1.1875,-0.05029297,0.05029297,0.9594727,0.02441406,0.1953125,-0.6918945
378,0.3125,0.5,-0.6875,-0.05029297,0.05029297,0.9711914,0.02441406,0.1953125,-0.6918945
380,0.8125,0.625,-1.125,-0.04638672,0.02685547,0.9477539,0.02441406,0.1953125,-0.6918945
381,1,0.5,-1.125,-0.06201172,0.01513672,0.9829102,0.02441406,0.1953125,-0.6918945
383,0.8125,0.1875,-1,-0.03857422,0.03857422,0.9868164,0.02441406,0.1953125,-0.6918945
384,1.125,1,-0.6875,-0.05419922,0.01123047,0.9633789,0.02441406,0.1953125,-0.6918945
