Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
0.3125,-0.375,0.0625,-0.03857422,0.03076172,0.9790039,0.03613281,0.02832031,-0.3193359
0.6875,0.125,0.375,-0.03466797,0.04248047,0.9829102,0.03613281,0.02832031,-0.3193359
0.1875,-0.625,0,-0.03857422,0.01513672,0.9829102,0.03857422,0.02832031,-0.3178711
0.1875,0,0.1875,-0.02685547,0.01123047,0.9946289,0.03857422,0.02832031,-0.3178711
0.5625,0.0625,0.375,-0.02685547,0.01904297,0.9790039,0.03857422,0.02832031,-0.3178711
0.1875,0,0.1875,-0.03466797,0.05029297,0.9711914,0.03710938,0.03076172,-0.3222656
0.125,-0.0625,0.4375,-0.03076172,0.01123047,0.9711914,0.03710938,0.03076172,-0.3222656
0.5625,-0.0625,0.1875,-0.01513672,0.03466797,0.9633789,0.03710938,0.03076172,-0.3222656
0.25,0.5625,0.0625,-0.03857422,0.04638672,0.9829102,0.03710938,0.03076172,-0.3222656
0.3125,0.1875,0.375,-0.01513672,0.01513672,0.9829102,0.03710938,0.03076172,-0.3222656
0.5,0,0.25,-0.02294922,0.02685547,0.9633789,0.03710938,0.03076172,-0.3222656
0.4375,0.6875,0,-0.04638672,0.02685547,0.9750977,0.03710938,0.03076172,-0.3222656
0.5625,-0.0625,0.3125,-0.02294922,0.03466797,0.9829102,0.02783203,0.02929688,-0.3222656
0.125,-0.3125,0.1875,-0.04248047,0.04248047,0.9790039,0.02783203,0.02929688,-0.3222656
-0.25,-0.125,0.5,-0.03857422,0.03076172,0.9829102,0.02783203,0.02929688,-0.3222656
0.625,-0.625,0.75,-0.01513672,0.03076172,0.9868164,0.02783203,0.02587891,-0.3266602
0.25,0.0625,0.875,-0.04638672,0.03857422,0.9829102,0.02783203,0.02587891,-0.3266602
0.3125,0.75,0.8125,-0.05029297,0.01513672,0.9829102,0.02783203,0.02587891,-0.3266602
-0.0625,-1,0.5625,-0.03857422,0.04248047,0.9790039,0.03027344,0.02001953,-0.3266602
0.1875,-0.25,0.8125,-0.01513672,0.03466797,0.9907227,0.03027344,0.02001953,-0.3266602
0,-0.5,0.6875,-0.05810547,0.02294922,0.9750977,0.03027344,0.02001953,-0.3266602
-0.5625,-0.375,0.375,-0.03076172,0.04638672,0.9477539,0.03027344,0.02001953,-0.3266602
-0.4375,-0.75,1.25,-0.04248047,0.01904297,0.9711914,0.03710938,0.02246094,-0.3193359
-0.8125,-0.625,0.8125,-0.03857422,0.03857422,0.9750977,0.03710938,0.02246094,-0.3193359
0,-0.4375,0.75,-0.03076172,0.01513672,0.9555664,0.03710938,0.02246094,-0.3193359
-0.1875,-0.6875,0.5625,-0.06201172,0.03857422,0.9829102,0.02880859,0.02490234,-0.3154297
-0.3125,-0.5,0.5625,-0.03857422,0.01513672,0.9555664,0.02880859,0.02490234,-0.3154297
-0.375,-0.625,1,-0.03857422,0.007324219,0.9594727,0.02880859,0.02490234,-0.3154297
-0.375,-1.1875,1,-0.04638672,0.02294922,0.9516602,0.02880859,0.02832031,-0.3178711
-0.625,0,0.75,-0.03466797,0.03466797,0.9477539,0.02880859,0.02832031,-0.3178711
-0.125,-0.375,1.375,-0.03076172,0.01513672,0.9868164,0.02880859,0.02832031,-0.3178711
0,-0.3125,0.75,-0.04638672,0.03857422,0.9868164,0.02880859,0.02832031,-0.3178711
-0.375,-0.25,0.625,-0.04638672,0.03857422,0.9829102,0.03271484,0.03271484,-0.3193359
-0.375,-0.1875,0.875,-0.03857422,0.03466797,0.9907227,0.03271484,0.03271484,-0.3193359
-0.25,-0.4375,1.125,-0.05419922,0.03466797,0.9946289,0.03271484,0.03271484,-0.3193359
-0.1875,-0.0625,0.625,-0.03466797,0.03076172,0.9790039,0.02685547,0.0234375,-0.3168945
0.125,-0.4375,0.3125,-0.04248047,0.03466797,0.9672852,0.02685547,0.0234375,-0.3168945
0.25,0.0625,1.0625,-0.04638672,0.01513672,0.9633789,0.02685547,0.0234375,-0.3168945
0,-0.5,0.6875,-0.03076172,0.02685547,0.9594727,0.02539063,0.02001953,-0.3095703
0,0,0.5,-0.02685547,0.04248047,0.9829102,0.02539063,0.02001953,-0.3095703
0.125,-0.625,0.6875,-0.03857422,0.03466797,0.9750977,0.02539063,0.02001953,-0.3095703
-0.375,-0.375,0.75,-0.04638672,0.03466797,0.9633789,0.02539063,0.02001953,-0.3095703
-0.0625,-0.5625,0.5,-0.05029297,0.01123047,0.9672852,0.03125,0.02734375,-0.3071289
0.3125,-0.1875,0.3125,-0.02294922,0.05029297,0.9672852,0.03125,0.02734375,-0.3071289
0.125,-0.625,0.0625,-0.02685547,0.03076172,0.9790039,0.03125,0.02734375,-0.3071289
-0.125,-0.6875,0.5,-0.04248047,0.01513672,0.9594727,0.02441406,0.02832031,-0.3168945
0.0625,-0.5,0.3125,-0.03466797,0.03466797,0.9711914,0.02441406,0.02832031,-0.3168945
0.0625,-0.875,-0.0625,-0.03076172,0.05029297,0.9829102,0.02441406,0.02832031,-0.3168945
0.3125,0.1875,0.3125,-0.03076172,0.03857422,0.9750977,0.03271484,0.0234375,-0.3154297
0.1875,-0.125,0.1875,-0.04248047,0.03857422,0.9477539,0.03271484,0.0234375,-0.3154297
0.5,-0.375,-0.25,-0.05029297,0.05029297,0.9516602,0.03271484,0.0234375,-0.3154297
0,-0.125,0.25,-0.04638672,0.05029297,0.9438477,0.03271484,0.0234375,-0.3154297
0.125,-0.375,-0.125,-0.05029297,0.01513672,0.9829102,0.03271484,0.0234375,-0.3154297
-0.375,-0.8125,0.125,-0.02685547,0.03466797,0.9555664,0.03271484,0.0234375,-0.3154297
-0.0625,-0.5625,-0.25,-0.05029297,0.01513672,0.9829102,0.03271484,0.0234375,-0.3154297
-0.5,-0.5625,0.1875,-0.05419922,0.03466797,0.9750977,0.02099609,0.01904297,-0.3222656
-0.625,-0.6875,0,-0.04638672,0.05029297,0.9516602,0.02099609,0.01904297,-0.3222656
0,-0.6875,0.0625,-0.03466797,0.03076172,0.9711914,0.02099609,0.01904297,-0.3222656
-0.0625,-0.4375,0.3125,-0.04248047,0.02685547,0.9516602,0.03125,0.02734375,-0.3168945
-0.5,-0.625,0.625,-0.03466797,0.01513672,0.9829102,0.03125,0.02734375,-0.3168945
-0.125,-0.375,0.125,-0.04248047,0.02685547,0.9672852,0.03125,0.02734375,-0.3168945
-0.4375,-1.125,0.625,-0.03076172,0.02294922,0.9750977,0.03271484,0.0234375,-0.3139648
-0.25,-0.125,0.5625,-0.04638672,0.03466797,0.9829102,0.03271484,0.0234375,-0.3139648
-0.125,-1.125,0.5,-0.05029297,0.01513672,0.9750977,0.03271484,0.0234375,-0.3139648
-0.4375,-1.0625,0.5625,-0.03466797,0.04638672,0.9555664,0.03271484,0.0234375,-0.3139648
-0.125,-0.3125,0.0625,-0.03076172,0.03076172,0.9868164,0.03466797,0.02734375,-0.3193359
0.0625,-0.25,0,-0.04248047,0.03076172,0.9868164,0.03466797,0.02734375,-0.3193359
-0.25,-0.8125,0.0625,-0.03857422,0.05029297,0.9711914,0.03466797,0.02734375,-0.3193359
-0.625,-0.5,0.0625,-0.06201172,0.03857422,0.9868164,0.03613281,0.02734375,-0.3081055
-0.375,-1.4375,0.5625,-0.04638672,0.03857422,0.9711914,0.03613281,0.02734375,-0.3081055
-0.375,-0.5,0.1875,-0.05029297,0.01513672,0.9594727,0.03613281,0.02734375,-0.3081055
-0.125,-1.0625,-0.1875,-0.04248047,0.03076172,0.9633789,0.03125,0.02832031,-0.3071289
-0.6875,-1,0.25,-0.05029297,0.01123047,0.9672852,0.03125,0.02832031,-0.3071289
-0.5625,-1.3125,0,-0.03857422,0.003417969,0.9672852,0.03125,0.02832031,-0.3071289
-0.0625,-1.75,0.25,-0.05029297,0.01904297,0.9907227,0.03125,0.02832031,-0.3071289
-0.625,-1.5625,0.5625,-0.04638672,0.01513672,0.9555664,0.03027344,0.02490234,-0.3222656
-0.4375,-1.5625,0.75,-0.02685547,0.01513672,0.9711914,0.03027344,0.02490234,-0.3222656
-0.9375,-2.3125,0.125,-0.04248047,0.02294922,0.9829102,0.03027344,0.02490234,-0.3222656
-0.4375,-1.4375,0.9375,-0.03857422,0.03857422,0.9868164,0.02880859,0.0234375,-0.3208008
0.0625,-1.9375,0.6875,-0.05029297,0.03076172,0.9829102,0.02880859,0.0234375,-0.3208008
-0.625,-1.6875,0.875,-0.03857422,0.007324219,0.9829102,0.02880859,0.0234375,-0.3208008
-0.75,-2.625,0.5625,-0.03857422,0.01123047,0.9672852,0.02197266,0.02001953,-0.3208008
-0.625,-2.5,0.8125,-0.03857422,0.01513672,0.9633789,0.02197266,0.02001953,-0.3208008
0,-2.875,0.9375,-0.04248047,0.05810547,0.9829102,0.02197266,0.02001953,-0.3208008
-0.8125,-1.875,1,-0.04248047,0.02685547,0.9633789,0.02197266,0.02001953,-0.3208008
-0.6875,-2.3125,0.875,-0.03076172,0.03076172,0.9711914,0.02197266,0.02001953,-0.3208008
-0.4375,-2.375,1.125,-0.03076172,0.04248047,0.9711914,0.02197266,0.02001953,-0.3208008
-0.875,-2.5625,1.125,-0.03076172,0.03466797,0.9750977,0.02197266,0.02001953,-0.3208008
-0.9375,-2.4375,1,-0.03466797,0.01123047,0.9829102,0.04296875,0.02587891,-0.3168945
-1.125,-1.8125,0.9375,-0.04248047,0.03857422,0.9555664,0.04296875,0.02587891,-0.3168945
-0.625,-2.375,0.625,-0.01513672,0.02294922,0.9711914,0.04296875,0.02587891,-0.3168945
-0.75,-2.4375,0.8125,-0.03857422,0.01513672,0.9672852,0.03710938,0.02832031,-0.3193359
-1.125,-2.25,0.5,-0.03076172,0.03466797,0.9672852,0.03710938,0.02832031,-0.3193359
-0.8125,-2.375,0.875,-0.03076172,0.03466797,0.9477539,0.03710938,0.02832031,-0.3193359
-0.25,-1.25,0.625,-0.02685547,0.02685547,0.9672852,0.03710938,0.02832031,-0.3193359
-0.1875,-1.1875,0.1875,-0.04248047,0.03076172,0.9672852,0.03710938,0.02832031,-0.3193359
-0.5,-1.25,0.125,-0.05029297,0.03466797,0.9477539,0.03710938,0.02832031,-0.3193359
-0.375,-1.25,-0.1875,-0.02685547,0.03076172,0.9829102,0.03710938,0.02832031,-0.3193359
-0.125,0.1875,-0.3125,-0.01123047,0.02294922,0.9555664,0.02441406,0.03076172,-0.3193359
-0.125,0,-0.125,-0.02294922,0.03076172,0.9516602,0.02441406,0.03076172,-0.3193359
0.3125,0.5625,-0.4375,-0.01123047,0.05029297,0.9438477,0.02441406,0.03076172,-0.3193359
0.5,0.5,-0.375,-0.01513672,0.02294922,0.9477539,0.02880859,0.03173828,-0.3193359
0.5625,0.4375,-0.5625,-0.03076172,0.03466797,0.9711914,0.02880859,0.03173828,-0.3193359
1.25,0.625,-0.8125,-0.06201172,0.03466797,0.9516602,0.02880859,0.03173828,-0.3193359
1.125,1.0625,-0.5,-0.03466797,0.03466797,0.9633789,0.02441406,0.03076172,-0.3237305
1.375,0.625,-0.5625,-0.03857422,0.03466797,0.9672852,0.02441406,0.03076172,-0.3237305
1.1875,1.0625,-0.1875,-0.03076172,0.01513672,0.9790039,0.02441406,0.03076172,-0.3237305
0.8125,0.625,-0.8125,-0.02685547,0.01904297,0.9711914,0.02441406,0.03076172,-0.3237305
1.1875,0.3125,-0.75,-0.03076172,0.05029297,0.9790039,0.03125,0.03417969,-0.3095703
0.5625,0.125,-0.75,-0.03466797,0.01513672,0.9829102,0.03125,0.03417969,-0.3095703
0.6875,0,-0.4375,-0.05419922,0.02685547,0.9907227,0.03125,0.03417969,-0.3095703
0.6875,-0.375,-0.3125,-0.03857422,0.03076172,0.9516602,0.02441406,0.02734375,-0.3208008
0.75,-0.3125,-1.0625,-0.04248047,0.02685547,0.9672852,0.02441406,0.02734375,-0.3208008
0.625,0,-0.375,-0.05419922,0.01513672,0.9711914,0.02441406,0.02734375,-0.3208008
0.75,-0.5625,-0.625,-0.03466797,0.01513672,0.9594727,0.03027344,0.02001953,-0.3168945
0.4375,-0.3125,0,-0.03076172,0.03466797,0.9594727,0.03027344,0.02001953,-0.3168945
0.6875,-0.4375,-0.4375,-0.05419922,0.02685547,0.9829102,0.03027344,0.02001953,-0.3168945
0.625,0.125,0,-0.03857422,0.03466797,0.9829102,0.03027344,0.02001953,-0.3168945
0.3125,0.1875,0,-0.03076172,0.03466797,0.9672852,0.0234375,0.02246094,-0.3237305
1.0625,1,-0.25,-0.03466797,0.01513672,0.9790039,0.0234375,0.02246094,-0.3237305
0.6875,0.125,0.1875,-0.04248047,0.02294922,0.9711914,0.0234375,0.02246094,-0.3237305
0.9375,0.4375,0,-0.04248047,0.01513672,0.9711914,0.02539063,0.02734375,-0.3178711
0.6875,0.625,-0.1875,-0.02294922,0.02685547,0.9750977,0.02539063,0.02734375,-0.3178711
0.8125,0.6875,-0.3125,-0.003417969,0.01513672,0.9711914,0.02539063,0.02734375,-0.3178711
0.9375,0.6875,0,-0.03857422,0.03857422,0.9829102,0.03125,0.02832031,-0.3154297
0.75,0.875,-0.1875,-0.04248047,0.02294922,0.9516602,0.03125,0.02832031,-0.3154297
1.375,1.0625,-0.0625,-0.03857422,0.03857422,0.9829102,0.03125,0.02832031,-0.3154297
0.8125,0.5,0.25,-0.03466797,0.01513672,0.9555664,0.03125,0.02832031,-0.3154297
1,0.3125,-0.375,-0.05810547,0.03466797,0.9790039,0.03027344,0.02832031,-0.3237305
0.75,1.1875,-0.1875,-0.03466797,0.01904297,0.9633789,0.03027344,0.02832031,-0.3237305
1.1875,0.75,0.125,-0.05029297,0.03076172,0.9868164,0.03027344,0.02832031,-0.3237305
1.3125,0.875,0,-0.01904297,0.01904297,0.9750977,0.02880859,0.02929688,-0.3125
